,,BTU5,,,CP1,,,BTU1,,,BTU2,,,BTU3,,,,,,,,,,,BTU4,,,,,,,,,,,P-HP4,,,,HEX-1,,,Hybrid Switch,,
Day,Hour,EWT,F1,T1,EWT,Flow,T2,EWT,Flow,T3,EWT,Flow,LWT,EWT,Flow,Heating Load,COP,HE,Heating DeltaT,Cooling Load,EER,HR,Cooling DeltaT,LWT,EWT,Flow,Heating Load,COP,HE,Heating DeltaT,Cooling Load,EER,HR,Cooling DeltaT,LWT,Ambient Temp,EWT,Flow,LWT,EWT,Flow,LWT,EWT,Flow,LWT
85,2025,50.24,1916.29,50.68,50.00,0.00,50.00,50.00,0.00,78.00,49.87,1916.29,50.20,50.20,1226.43,-4589393.82,4.17,-3488424.67,-6.14,1378961.80,25.25,1565321.29,2.76,46.81,50.20,689.87,-703865.18,4.17,-535011.97,-1.68,211488.32,25.25,240069.86,0.75,49.27,23.00,50.00,0.00,50.00,50.00,0.00,50.00,50.20,689.87,50.20
85,2026,47.70,1157.19,49.20,50.00,0.00,50.00,50.00,0.00,78.00,50.68,1157.19,50.99,50.99,740.60,-2445008.24,4.21,-1864542.44,-5.44,1260331.93,25.00,1432328.46,4.18,49.73,50.99,416.59,-374985.51,4.21,-285960.75,-1.48,193294.32,25.00,219673.05,1.14,50.65,25.00,50.00,0.00,50.00,50.00,0.00,50.00,50.99,416.59,50.99
85,2027,50.06,1018.00,50.81,50.00,0.00,50.00,50.00,0.00,78.00,49.20,1018.00,49.51,49.51,651.52,-1697738.05,4.13,-1286745.31,-4.27,1592652.20,25.46,1806102.35,5.99,51.23,49.51,366.48,-260378.33,4.13,-197345.28,-1.16,244261.55,25.46,276997.92,1.63,49.98,29.00,50.00,0.00,50.00,50.00,0.00,50.00,49.51,366.48,49.51
85,2028,50.78,999.46,51.27,50.00,0.00,50.00,50.00,0.00,78.00,50.81,999.46,51.13,51.13,639.65,-1537034.97,4.22,-1172758.24,-3.96,1698057.55,24.96,1930168.92,6.52,53.68,51.13,359.80,-235731.65,4.22,-179863.34,-1.08,260427.33,24.96,296025.74,1.78,51.82,30.00,50.00,0.00,50.00,50.00,0.00,50.00,51.13,359.80,51.13
85,2029,53.01,990.52,52.66,50.00,0.00,50.00,50.00,0.00,78.00,51.27,990.52,51.58,51.58,633.93,-1487259.66,4.24,-1136847.41,-3.87,1721190.88,24.82,1957789.33,6.67,54.38,51.58,356.59,-228097.72,4.24,-174355.77,-1.06,263975.24,24.82,300261.82,1.82,52.34,33.00,50.00,0.00,50.00,50.00,0.00,50.00,51.58,356.59,51.58
85,2030,53.65,976.21,53.05,50.00,0.00,50.00,50.00,0.00,78.00,52.66,976.21,52.97,52.97,624.78,-1453721.35,4.32,-1117259.97,-3.86,1712079.85,24.39,1951558.89,6.75,55.86,52.97,351.44,-222954.03,4.32,-171351.69,-1.05,262577.90,24.39,299306.27,1.84,53.76,34.00,50.00,0.00,50.00,50.00,0.00,50.00,52.97,351.44,52.97
85,2031,55.10,983.23,53.96,50.00,0.00,50.00,50.00,0.00,78.00,53.05,983.23,53.36,53.36,629.27,-1446887.12,4.34,-1113636.25,-3.82,1739844.08,24.27,1984395.19,6.81,56.35,53.36,353.96,-221905.88,4.34,-170795.93,-1.04,266836.04,24.27,304342.30,1.86,54.17,35.00,50.00,0.00,50.00,50.00,0.00,50.00,53.36,353.96,53.36
85,2032,55.56,971.40,54.27,50.00,0.00,50.00,50.00,0.00,78.00,53.96,971.40,54.27,54.27,621.69,-1458461.92,4.39,-1126381.07,-3.91,1692985.77,23.99,1933743.04,6.72,57.08,54.27,349.70,-223681.08,4.39,-172750.57,-1.07,259649.48,23.99,296573.89,1.83,55.04,36.00,50.00,0.00,50.00,50.00,0.00,50.00,54.27,349.70,54.27
85,2033,56.34,976.11,54.81,50.00,0.00,50.00,50.00,0.00,78.00,54.27,976.11,54.58,54.58,624.71,-1446077.10,4.41,-1118068.91,-3.87,1719430.18,23.90,1964911.54,6.79,57.51,54.58,351.40,-221781.65,4.41,-171475.76,-1.05,263705.20,23.90,301354.14,1.85,55.38,35.00,50.00,0.00,50.00,50.00,0.00,50.00,54.58,351.40,54.58
85,2034,56.74,966.72,55.07,50.00,0.00,50.00,50.00,0.00,78.00,54.81,966.72,55.12,55.12,618.70,-1487801.00,4.44,-1152574.01,-4.02,1649707.41,23.73,1886879.65,6.59,57.68,55.12,348.02,-228180.75,4.44,-176767.73,-1.10,253011.98,23.73,289386.56,1.80,55.82,35.00,50.00,0.00,50.00,50.00,0.00,50.00,55.12,348.02,55.12
85,2035,57.01,965.30,55.25,50.00,0.00,50.00,50.00,0.00,78.00,55.07,965.30,55.38,55.38,617.79,-1456847.74,4.45,-1129649.91,-3.95,1676421.67,23.65,1918253.04,6.71,58.14,55.38,347.51,-223433.51,4.45,-173251.91,-1.08,257109.08,23.65,294198.23,1.83,56.13,34.00,50.00,0.00,50.00,50.00,0.00,50.00,55.38,347.51,55.38
85,2036,57.41,789.80,54.86,50.00,0.00,50.00,50.00,0.00,78.00,55.25,789.80,55.55,55.55,505.47,-1251703.72,4.46,-971186.33,-4.15,1358356.06,23.60,1554753.80,6.64,58.05,55.55,284.33,-191971.03,4.46,-148948.70,-1.13,208328.06,23.60,238449.15,1.81,56.23,32.00,50.00,0.00,50.00,50.00,0.00,50.00,55.55,284.33,55.55
85,2037,57.40,723.36,54.59,50.00,0.00,50.00,50.00,0.00,78.00,54.86,723.36,55.16,55.16,462.95,-1283061.45,4.44,-994108.27,-4.64,1128935.31,23.72,1291322.17,6.02,56.54,55.16,260.41,-196780.30,4.44,-152464.19,-1.26,173142.31,23.72,198047.22,1.64,55.54,32.00,50.00,0.00,50.00,50.00,0.00,50.00,55.16,260.41,55.16
85,2038,56.18,704.04,53.92,50.00,0.00,50.00,50.00,0.00,78.00,54.59,704.04,54.89,54.89,450.58,-1342998.86,4.43,-1039532.27,-4.98,1011393.67,23.80,1156363.62,5.54,55.45,54.89,253.45,-205972.76,4.43,-159430.76,-1.36,155115.21,23.80,177348.93,1.51,55.04,32.00,50.00,0.00,50.00,50.00,0.00,50.00,54.89,253.45,54.89
85,2039,55.30,570.00,53.19,50.00,0.00,50.00,50.00,0.00,78.00,53.92,570.00,54.21,54.21,364.80,-54716.45,4.39,-42248.55,-0.25,593042.56,24.01,677313.25,4.01,57.97,54.21,205.20,-8391.74,4.39,-6479.57,-0.07,90953.63,24.01,103878.04,1.09,55.24,32.00,50.00,0.00,50.00,50.00,0.00,50.00,54.21,205.20,54.21
85,2040,56.99,570.00,53.83,50.00,0.00,50.00,50.00,0.00,78.00,53.19,570.00,53.48,53.48,364.80,-172284.26,4.35,-132665.22,-0.79,427998.61,24.24,488252.31,2.89,55.59,53.48,205.20,-26422.86,4.35,-20346.57,-0.21,65641.20,24.24,74882.18,0.79,54.06,32.00,50.00,0.00,50.00,50.00,0.00,50.00,53.48,205.20,53.48
86,2041,55.04,570.00,53.09,50.00,0.00,50.00,50.00,0.00,78.00,53.83,570.00,54.12,54.12,364.80,-197102.70,4.38,-152139.62,-0.90,373118.16,24.04,426076.80,2.52,55.74,54.12,205.20,-30229.21,4.38,-23333.32,-0.25,57224.31,24.04,65346.46,0.69,54.57,33.00,50.00,0.00,50.00,50.00,0.00,50.00,54.12,205.20,54.12
86,2042,55.32,570.00,53.20,50.00,0.00,50.00,50.00,0.00,78.00,53.09,570.00,53.38,53.38,364.80,-290179.85,4.34,-223364.61,-1.32,384569.33,24.27,438640.15,2.60,54.66,53.38,205.20,-44504.24,4.34,-34256.94,-0.36,58980.55,24.27,67273.27,0.71,53.73,32.00,50.00,0.00,50.00,50.00,0.00,50.00,53.38,205.20,53.38
86,2043,54.32,570.00,52.77,50.00,0.00,50.00,50.00,0.00,78.00,53.20,570.00,53.49,53.49,364.80,-604800.19,4.35,-465731.62,-2.76,443726.63,24.23,506200.52,3.00,53.73,53.49,205.20,-92756.87,4.35,-71428.23,-0.75,68053.37,24.23,77634.85,0.82,53.55,33.00,50.00,0.00,50.00,50.00,0.00,50.00,53.49,205.20,53.49
86,2044,53.67,570.00,52.47,50.00,0.00,50.00,50.00,0.00,78.00,52.77,570.00,53.06,53.06,364.80,-1297001.07,4.33,-997138.88,-5.90,460953.67,24.37,525499.97,3.11,50.27,53.06,205.20,-198918.18,4.33,-152928.98,-1.61,70695.45,24.37,80594.77,0.85,52.30,34.00,50.00,0.00,50.00,50.00,0.00,50.00,53.06,205.20,53.06
86,2045,51.00,608.02,51.27,50.00,0.00,50.00,50.00,0.00,78.00,52.47,608.02,52.76,52.76,389.13,-1606637.77,4.31,-1233790.71,-6.85,461510.31,24.46,525893.98,2.92,48.83,52.76,218.89,-246406.48,4.31,-189223.75,-1.87,70780.81,24.46,80655.20,0.80,51.69,34.00,50.00,0.00,50.00,50.00,0.00,50.00,52.76,218.89,52.76
86,2046,49.86,684.38,50.73,50.00,0.00,50.00,50.00,0.00,78.00,51.27,684.38,51.57,51.57,438.00,-1836019.93,4.24,-1403354.52,-6.92,459760.33,24.83,522948.43,2.58,47.22,51.57,246.38,-281586.32,4.24,-215229.38,-1.89,70512.42,24.83,80203.44,0.70,50.38,36.00,50.00,0.00,50.00,50.00,0.00,50.00,51.57,246.38,51.57
86,2047,48.36,700.70,49.96,50.00,0.00,50.00,50.00,0.00,78.00,50.73,700.70,51.03,51.03,448.45,-1829033.00,4.21,-1394990.26,-6.72,515427.19,24.99,585795.56,2.82,47.13,51.03,252.25,-280514.75,4.21,-213946.57,-1.83,79049.93,24.99,89842.17,0.77,49.96,36.00,50.00,0.00,50.00,50.00,0.00,50.00,51.03,252.25,51.03
86,2048,48.15,679.12,49.87,50.00,0.00,50.00,50.00,0.00,78.00,49.96,679.12,50.26,50.26,434.64,-1368594.66,4.17,-1040541.89,-5.17,911511.71,25.23,1034790.15,5.14,50.23,50.26,244.48,-209898.34,4.17,-159585.61,-1.41,139796.54,25.23,158703.48,1.40,50.25,39.00,50.00,0.00,50.00,50.00,0.00,50.00,50.26,244.48,50.26
86,2049,50.24,1916.29,50.68,50.00,0.00,50.00,50.00,0.00,78.00,49.87,1916.29,50.20,50.20,1226.43,-4589393.82,4.17,-3488424.67,-6.14,1378961.80,25.25,1565321.29,2.76,46.81,50.20,689.87,-703865.18,4.17,-535011.97,-1.68,211488.32,25.25,240069.86,0.75,49.27,39.00,50.00,0.00,50.00,50.00,0.00,50.00,50.20,689.87,50.20
86,2050,47.70,1157.19,49.20,50.00,0.00,50.00,50.00,0.00,78.00,50.68,1157.19,50.99,50.99,740.60,-2445008.24,4.21,-1864542.44,-5.44,1260331.93,25.00,1432328.46,4.18,49.73,50.99,416.59,-374985.51,4.21,-285960.75,-1.48,193294.32,25.00,219673.05,1.14,50.65,38.00,50.00,0.00,50.00,50.00,0.00,50.00,50.99,416.59,50.99
86,2051,50.06,1018.00,50.81,50.00,0.00,50.00,50.00,0.00,78.00,49.20,1018.00,49.51,49.51,651.52,-1697738.05,4.13,-1286745.31,-4.27,1592652.20,25.46,1806102.35,5.99,51.23,49.51,366.48,-260378.33,4.13,-197345.28,-1.16,244261.55,25.46,276997.92,1.63,49.98,38.00,50.00,0.00,50.00,50.00,0.00,50.00,49.51,366.48,49.51
86,2052,50.78,999.46,51.27,50.00,0.00,50.00,50.00,0.00,78.00,50.81,999.46,51.13,51.13,639.65,-1537034.97,4.22,-1172758.24,-3.96,1698057.55,24.96,1930168.92,6.52,53.68,51.13,359.80,-235731.65,4.22,-179863.34,-1.08,260427.33,24.96,296025.74,1.78,51.82,39.00,50.00,0.00,50.00,50.00,0.00,50.00,51.13,359.80,51.13
86,2053,53.01,990.52,52.66,50.00,0.00,50.00,50.00,0.00,78.00,51.27,990.52,51.58,51.58,633.93,-1487259.66,4.24,-1136847.41,-3.87,1721190.88,24.82,1957789.33,6.67,54.38,51.58,356.59,-228097.72,4.24,-174355.77,-1.06,263975.24,24.82,300261.82,1.82,52.34,40.00,50.00,0.00,50.00,50.00,0.00,50.00,51.58,356.59,51.58
86,2054,53.65,976.21,53.05,50.00,0.00,50.00,50.00,0.00,78.00,52.66,976.21,52.97,52.97,624.78,-1453721.35,4.32,-1117259.97,-3.86,1712079.85,24.39,1951558.89,6.75,55.86,52.97,351.44,-222954.03,4.32,-171351.69,-1.05,262577.90,24.39,299306.27,1.84,53.76,40.00,50.00,0.00,50.00,50.00,0.00,50.00,52.97,351.44,52.97
86,2055,55.10,983.23,53.96,50.00,0.00,50.00,50.00,0.00,78.00,53.05,983.23,53.36,53.36,629.27,-1446887.12,4.34,-1113636.25,-3.82,1739844.08,24.27,1984395.19,6.81,56.35,53.36,353.96,-221905.88,4.34,-170795.93,-1.04,266836.04,24.27,304342.30,1.86,54.17,40.00,50.00,0.00,50.00,50.00,0.00,50.00,53.36,353.96,53.36
86,2056,55.56,971.40,54.27,50.00,0.00,50.00,50.00,0.00,78.00,53.96,971.40,54.27,54.27,621.69,-1458461.92,4.39,-1126381.07,-3.91,1692985.77,23.99,1933743.04,6.72,57.08,54.27,349.70,-223681.08,4.39,-172750.57,-1.07,259649.48,23.99,296573.89,1.83,55.04,38.00,50.00,0.00,50.00,50.00,0.00,50.00,54.27,349.70,54.27
86,2057,56.34,976.11,54.81,50.00,0.00,50.00,50.00,0.00,78.00,54.27,976.11,54.58,54.58,624.71,-1446077.10,4.41,-1118068.91,-3.87,1719430.18,23.90,1964911.54,6.79,57.51,54.58,351.40,-221781.65,4.41,-171475.76,-1.05,263705.20,23.90,301354.14,1.85,55.38,37.00,50.00,0.00,50.00,50.00,0.00,50.00,54.58,351.40,54.58
86,2058,56.74,966.72,55.07,50.00,0.00,50.00,50.00,0.00,78.00,54.81,966.72,55.12,55.12,618.70,-1487801.00,4.44,-1152574.01,-4.02,1649707.41,23.73,1886879.65,6.59,57.68,55.12,348.02,-228180.75,4.44,-176767.73,-1.10,253011.98,23.73,289386.56,1.80,55.82,37.00,50.00,0.00,50.00,50.00,0.00,50.00,55.12,348.02,55.12
86,2059,57.01,965.30,55.25,50.00,0.00,50.00,50.00,0.00,78.00,55.07,965.30,55.38,55.38,617.79,-1456847.74,4.45,-1129649.91,-3.95,1676421.67,23.65,1918253.04,6.71,58.14,55.38,347.51,-223433.51,4.45,-173251.91,-1.08,257109.08,23.65,294198.23,1.83,56.13,35.00,50.00,0.00,50.00,50.00,0.00,50.00,55.38,347.51,55.38
86,2060,57.41,789.80,54.86,50.00,0.00,50.00,50.00,0.00,78.00,55.25,789.80,55.55,55.55,505.47,-1251703.72,4.46,-971186.33,-4.15,1358356.06,23.60,1554753.80,6.64,58.05,55.55,284.33,-191971.03,4.46,-148948.70,-1.13,208328.06,23.60,238449.15,1.81,56.23,33.00,50.00,0.00,50.00,50.00,0.00,50.00,55.55,284.33,55.55
86,2061,57.40,723.36,54.59,50.00,0.00,50.00,50.00,0.00,78.00,54.86,723.36,55.16,55.16,462.95,-1283061.45,4.44,-994108.27,-4.64,1128935.31,23.72,1291322.17,6.02,56.54,55.16,260.41,-196780.30,4.44,-152464.19,-1.26,173142.31,23.72,198047.22,1.64,55.54,33.00,50.00,0.00,50.00,50.00,0.00,50.00,55.16,260.41,55.16
86,2062,56.18,704.04,53.92,50.00,0.00,50.00,50.00,0.00,78.00,54.59,704.04,54.89,54.89,450.58,-1342998.86,4.43,-1039532.27,-4.98,1011393.67,23.80,1156363.62,5.54,55.45,54.89,253.45,-205972.76,4.43,-159430.76,-1.36,155115.21,23.80,177348.93,1.51,55.04,32.00,50.00,0.00,50.00,50.00,0.00,50.00,54.89,253.45,54.89
86,2063,55.30,570.00,53.19,50.00,0.00,50.00,50.00,0.00,78.00,53.92,570.00,54.21,54.21,364.80,-54716.45,4.39,-42248.55,-0.25,593042.56,24.01,677313.25,4.01,57.97,54.21,205.20,-8391.74,4.39,-6479.57,-0.07,90953.63,24.01,103878.04,1.09,55.24,30.00,50.00,0.00,50.00,50.00,0.00,50.00,54.21,205.20,54.21
86,2064,56.99,570.00,53.83,50.00,0.00,50.00,50.00,0.00,78.00,53.19,570.00,53.48,53.48,364.80,-172284.26,4.35,-132665.22,-0.79,427998.61,24.24,488252.31,2.89,55.59,53.48,205.20,-26422.86,4.35,-20346.57,-0.21,65641.20,24.24,74882.18,0.79,54.06,27.00,50.00,0.00,50.00,50.00,0.00,50.00,53.48,205.20,53.48
87,2065,55.04,570.00,53.09,50.00,0.00,50.00,50.00,0.00,78.00,53.83,570.00,54.12,54.12,364.80,-195013.03,4.38,-150526.65,-0.89,373494.56,24.04,426506.62,2.53,55.76,54.12,205.20,-29908.72,4.38,-23085.94,-0.24,57282.03,24.04,65412.38,0.69,54.57,25.00,50.00,0.00,50.00,50.00,0.00,50.00,54.12,205.20,54.12
87,2066,55.33,570.00,53.20,50.00,0.00,50.00,50.00,0.00,78.00,53.09,570.00,53.38,53.38,364.80,-290020.43,4.34,-223241.90,-1.32,384569.30,24.27,438640.11,2.60,54.66,53.38,205.20,-44479.79,4.34,-34238.12,-0.36,58980.54,24.27,67273.26,0.71,53.73,23.00,50.00,0.00,50.00,50.00,0.00,50.00,53.38,205.20,53.38
87,2067,54.32,570.00,52.77,50.00,0.00,50.00,50.00,0.00,78.00,53.20,570.00,53.49,53.49,364.80,-604788.27,4.35,-465728.39,-2.76,443724.89,24.23,506201.23,3.00,53.73,53.49,205.20,-92755.04,4.35,-71427.73,-0.75,68053.11,24.23,77634.96,0.82,53.56,22.00,50.00,0.00,50.00,50.00,0.00,50.00,53.49,205.20,53.49
87,2068,53.67,570.00,52.47,50.00,0.00,50.00,50.00,0.00,78.00,52.77,570.00,53.06,53.06,364.80,-1297144.01,4.33,-997249.71,-5.90,460950.80,24.37,525496.90,3.11,50.27,53.06,205.20,-198940.11,4.33,-152945.98,-1.61,70695.01,24.37,80594.30,0.85,52.30,21.00,50.00,0.00,50.00,50.00,0.00,50.00,53.06,205.20,53.06
87,2069,51.00,608.04,51.27,50.00,0.00,50.00,50.00,0.00,78.00,52.47,608.04,52.76,52.76,389.14,-1606695.97,4.31,-1233842.79,-6.85,461507.50,24.46,525892.04,2.92,48.83,52.76,218.89,-246415.41,4.31,-189231.74,-1.87,70780.38,24.46,80654.90,0.80,51.69,20.00,50.00,0.00,50.00,50.00,0.00,50.00,52.76,218.89,52.76
87,2070,49.86,684.37,50.73,50.00,0.00,50.00,50.00,0.00,78.00,51.27,684.37,51.57,51.57,437.99,-1835994.36,4.24,-1403334.34,-6.92,459757.72,24.83,522945.39,2.58,47.22,51.57,246.37,-281582.39,4.24,-215226.28,-1.89,70512.03,24.83,80202.98,0.70,50.38,19.00,50.00,0.00,50.00,50.00,0.00,50.00,51.57,246.37,51.57
87,2071,48.36,698.09,49.96,50.00,0.00,50.00,50.00,0.00,78.00,50.73,698.09,51.03,51.03,446.78,-1821216.33,4.21,-1389031.62,-6.71,515441.61,24.99,585812.42,2.83,47.14,51.03,251.31,-279315.92,4.21,-213032.71,-1.83,79052.14,24.99,89844.75,0.77,49.97,18.00,50.00,0.00,50.00,50.00,0.00,50.00,51.03,251.31,51.03
87,2072,48.16,1609.89,49.17,50.00,0.00,50.00,50.00,0.00,78.00,49.96,1609.89,50.29,50.29,1030.33,-3783017.91,4.17,-2876565.48,-6.03,1271904.02,25.22,1443983.81,3.03,47.28,50.29,579.56,-580193.09,4.17,-441172.48,-1.64,195069.11,25.22,221460.60,0.83,49.47,18.00,50.00,0.00,50.00,50.00,0.00,50.00,50.29,579.56,50.29
87,2073,48.07,1570.75,49.12,50.00,0.00,50.00,50.00,0.00,78.00,49.17,1570.75,49.49,49.49,1005.28,-3642474.28,4.13,-2760458.95,-5.93,1295747.46,25.46,1469363.60,3.16,46.72,49.49,565.47,-558638.22,4.13,-423365.48,-1.62,198725.92,25.46,225353.04,0.86,48.73,18.00,50.00,0.00,50.00,50.00,0.00,50.00,49.49,565.47,49.49
87,2074,47.44,1040.64,49.14,50.00,0.00,50.00,50.00,0.00,78.00,49.12,1040.64,49.43,49.43,666.01,-1956292.93,4.13,-1482211.36,-4.81,1401591.51,25.48,1589256.07,5.15,49.78,49.43,374.63,-300032.32,4.13,-227323.48,-1.31,214958.99,25.48,243740.69,1.41,49.53,16.00,50.00,0.00,50.00,50.00,0.00,50.00,49.43,374.63,49.43
87,2075,49.69,1105.90,50.54,50.00,0.00,50.00,50.00,0.00,78.00,49.14,1105.90,49.46,49.46,707.78,-1755312.70,4.13,-1330080.15,-4.06,1797118.96,25.48,2037816.41,6.22,51.62,49.46,398.12,-269208.43,4.13,-203991.45,-1.11,275620.16,25.48,312535.40,1.70,50.05,16.00,50.00,0.00,50.00,50.00,0.00,50.00,49.46,398.12,49.46
87,2076,51.05,1110.42,51.43,50.00,0.00,50.00,50.00,0.00,78.00,50.54,1110.42,50.86,50.86,710.67,-1673597.33,4.20,-1275556.92,-3.88,1892304.45,25.04,2150108.32,6.53,53.51,50.86,399.75,-256675.92,4.20,-195629.34,-1.06,290218.55,25.04,329757.36,1.78,51.58,17.00,50.00,0.00,50.00,50.00,0.00,50.00,50.86,399.75,50.86
87,2077,52.82,1068.08,52.57,50.00,0.00,50.00,50.00,0.00,78.00,51.43,1068.08,51.74,51.74,683.57,-1623948.70,4.25,-1242131.65,-3.92,1815740.08,24.77,2065838.75,6.53,54.35,51.74,384.51,-249061.42,4.25,-190502.98,-1.07,278476.04,24.77,316833.12,1.78,52.45,19.00,50.00,0.00,50.00,50.00,0.00,50.00,51.74,384.51,51.74
87,2078,53.66,1072.90,53.11,50.00,0.00,50.00,50.00,0.00,78.00,52.57,1072.90,52.88,52.88,686.65,-1592627.82,4.32,-1223589.00,-3.85,1861409.93,24.42,2121476.92,6.67,55.71,52.88,386.24,-244257.81,4.32,-187659.14,-1.05,285480.32,24.42,325366.22,1.82,53.65,20.00,50.00,0.00,50.00,50.00,0.00,50.00,52.88,386.24,52.88
87,2079,54.97,1077.93,53.96,50.00,0.00,50.00,50.00,0.00,78.00,53.11,1077.93,53.43,53.43,689.88,-1588155.16,4.35,-1222689.04,-3.83,1880897.42,24.25,2145508.97,6.72,56.32,53.43,388.06,-243571.84,4.35,-187521.11,-1.04,288469.08,24.25,329051.96,1.83,54.22,19.00,50.00,0.00,50.00,50.00,0.00,50.00,53.43,388.06,53.43
87,2080,55.56,1068.04,54.36,50.00,0.00,50.00,50.00,0.00,78.00,53.96,1068.04,54.27,54.27,683.54,-1604687.72,4.39,-1239298.10,-3.92,1834858.12,23.99,2095780.42,6.62,56.98,54.27,384.49,-246107.41,4.39,-190068.41,-1.07,281408.13,23.99,321425.21,1.81,55.01,20.00,50.00,0.00,50.00,50.00,0.00,50.00,54.27,384.49,54.27
87,2081,56.27,1105.50,54.90,50.00,0.00,50.00,50.00,0.00,78.00,54.36,1105.50,54.68,54.68,707.52,-1598237.37,4.41,-1236151.02,-3.77,1953003.00,23.87,2232179.29,6.81,57.72,54.68,397.98,-245118.13,4.41,-189585.75,-1.03,299527.75,23.87,342344.40,1.86,55.50,18.00,50.00,0.00,50.00,50.00,0.00,50.00,54.68,397.98,54.68
87,2082,56.92,1075.20,55.32,50.00,0.00,50.00,50.00,0.00,78.00,54.90,1075.20,55.21,55.21,688.13,-1644578.40,4.44,-1274452.16,-4.00,1816336.27,23.70,2077779.57,6.52,57.73,55.21,387.07,-252225.35,4.44,-195459.91,-1.09,278567.48,23.70,318664.46,1.78,55.90,18.00,50.00,0.00,50.00,50.00,0.00,50.00,55.21,387.07,55.21
87,2083,57.07,1042.80,55.39,50.00,0.00,50.00,50.00,0.00,78.00,55.32,1042.80,55.63,55.63,667.39,-1586590.18,4.47,-1231369.11,-3.98,1777733.24,23.57,2035033.55,6.59,58.23,55.63,375.41,-243331.83,4.47,-188852.36,-1.09,272647.01,23.57,312108.59,1.80,56.34,16.00,50.00,0.00,50.00,50.00,0.00,50.00,55.63,375.41,55.63
87,2084,57.55,808.56,55.01,50.00,0.00,50.00,50.00,0.00,78.00,55.39,808.56,55.69,55.69,517.48,-1272704.51,4.47,-987962.50,-4.12,1393289.95,23.56,1595101.13,6.66,58.23,55.69,291.08,-195191.87,4.47,-151521.62,-1.12,213685.80,23.56,244637.13,1.82,56.38,15.00,50.00,0.00,50.00,50.00,0.00,50.00,55.69,291.08,55.69
87,2085,57.56,715.11,54.64,50.00,0.00,50.00,50.00,0.00,78.00,55.01,715.11,55.31,55.31,457.67,-1243086.23,4.45,-963660.87,-4.55,1144312.88,23.67,1309237.41,6.18,56.94,55.31,257.44,-190649.39,4.45,-147794.54,-1.24,175500.74,23.67,200794.85,1.68,55.75,15.00,50.00,0.00,50.00,50.00,0.00,50.00,55.31,257.44,55.31
87,2086,56.51,720.31,54.14,50.00,0.00,50.00,50.00,0.00,78.00,54.64,720.31,54.94,54.94,461.00,-1423845.37,4.43,-1102315.47,-5.16,979056.40,23.79,1119484.65,5.24,55.02,54.94,259.31,-218372.01,4.43,-169059.69,-1.41,150155.72,23.79,171692.88,1.43,54.96,15.00,50.00,0.00,50.00,50.00,0.00,50.00,54.94,259.31,54.94
87,2087,55.00,570.00,53.08,50.00,0.00,50.00,50.00,0.00,78.00,54.14,570.00,54.43,54.43,364.80,-52710.64,4.40,-40731.73,-0.24,596740.05,23.95,681768.71,4.04,58.22,54.43,205.20,-8084.12,4.40,-6246.93,-0.07,91520.70,23.95,104561.36,1.10,55.46,15.00,50.00,0.00,50.00,50.00,0.00,50.00,54.43,205.20,54.43
87,2088,57.23,570.00,53.93,50.00,0.00,50.00,50.00,0.00,78.00,53.08,570.00,53.37,53.37,364.80,-181027.23,4.34,-139337.16,-0.82,435374.95,24.27,496577.68,2.94,55.48,53.37,205.20,-27763.75,4.34,-21369.83,-0.22,66772.49,24.27,76159.02,0.80,53.94,15.00,50.00,0.00,50.00,50.00,0.00,50.00,53.37,205.20,53.37
88,2089,54.93,570.00,53.05,50.00,0.00,50.00,50.00,0.00,78.00,53.93,570.00,54.21,54.21,364.80,-195013.03,4.39,-150577.19,-0.89,373494.56,24.01,426568.42,2.53,55.85,54.21,205.20,-29908.72,4.39,-23093.69,-0.24,57282.03,24.01,65421.85,0.69,54.66,14.00,50.00,0.00,50.00,50.00,0.00,50.00,54.21,205.20,54.21
88,2090,55.42,570.00,53.24,50.00,0.00,50.00,50.00,0.00,78.00,53.05,570.00,53.33,53.33,364.80,-290020.43,4.34,-223202.72,-1.32,384569.30,24.28,438608.27,2.60,54.61,53.33,205.20,-44479.79,4.34,-34232.11,-0.36,58980.54,24.28,67268.38,0.71,53.68,14.00,50.00,0.00,50.00,50.00,0.00,50.00,53.33,205.20,53.33
88,2091,54.28,570.00,52.75,50.00,0.00,50.00,50.00,0.00,78.00,53.24,570.00,53.53,53.53,364.80,-604788.27,4.35,-465788.93,-2.76,443724.89,24.22,506228.66,3.00,53.77,53.53,205.20,-92755.04,4.35,-71437.02,-0.75,68053.11,24.22,77639.17,0.82,53.59,14.00,50.00,0.00,50.00,50.00,0.00,50.00,53.53,205.20,53.53
88,2092,53.70,570.00,52.49,50.00,0.00,50.00,50.00,0.00,78.00,52.75,570.00,53.04,53.04,364.80,-1297144.01,4.32,-997169.16,-5.90,460950.80,24.37,525479.63,3.11,50.24,53.04,205.20,-198940.11,4.32,-152933.63,-1.61,70695.01,24.37,80591.65,0.85,52.28,14.00,50.00,0.00,50.00,50.00,0.00,50.00,53.04,205.20,53.04
88,2093,50.98,608.04,51.26,50.00,0.00,50.00,50.00,0.00,78.00,52.49,608.04,52.78,52.78,389.14,-1606695.97,4.31,-1233917.25,-6.85,461507.50,24.45,525904.76,2.92,48.85,52.78,218.89,-246415.41,4.31,-189243.16,-1.87,70780.38,24.45,80656.85,0.80,51.71,14.00,50.00,0.00,50.00,50.00,0.00,50.00,52.78,218.89,52.78
